Topic,Count,Name,Representation
75,43,75_whore_sucking_bitch,"whore, sucking, bitch, slutty, slut, suck, cock, sluts, whores, wanna, lick, bitches, pussy, cocks, cum, tits, niggas, nigga, nasty, spit, baby, squeal, throat, mom, mouth, fuckin, dick, mother, daddy, choke, disgusting, raping, deserve, shove, fuck, dont, yo, piss, come, don, ass, lol, you, gonna, ain, lmao, lil, hole, sex, girl"
76,43,76_females_feminists_women,"females, feminists, women, feminist, girls, men, bitches, female, guys, whores, woman, sluts, cunts, tits, girl, balls, bitch, slut, them, their, they, slutty, her, watch, pathetic, herself, whore, lol, she, lmao, cocks, especially, gay, wife, but, most, suck, were, bunch, we, deserve, pussy, guy, man, really, hate, every, too, should, some"
77,43,77_pregnant_paedophile_babies,"pregnant, paedophile, babies, children, mother, kids, raped, mom, feminist, breeding, baby, rape, breed, whore, wife, bitch, pathetic, dumbass, feminists, bitches, shut, daddy, idiot, care, stop, whores, faggot, retarded, lol, dumb, asshole, pussy, lmao, fuck, kill, again, nigger, wanna, cry, dont, cunt, stupid, deserve, shit, don, stay, fucking, leave, racist, life"
78,43,78_cunts_cunt_faggot,"cunts, cunt, faggot, feminists, feminist, men, slutty, slut, whores, bitches, women, sluts, whore, dumb, females, retarded, pussy, asshole, dumbass, girls, guys, shut, nigger, pathetic, bitch, gay, stupid, paedophile, racist, their, your, nasty, idiot, dick, tits, some, lol, niggas, rape, daddy, im, every, fuckin, cocks, care, raped, leave, disgusting, nigga, lmao"
79,43,79_slutty_whore_slut,"slutty, whore, slut, sluts, pussy, whores, cock, raping, bitch, cum, lick, wanna, sex, rape, nasty, her, she, raped, shove, sucking, woman, tits, cunt, squeal, cocks, dirty, ass, dick, bitches, cunts, girl, wife, female, nigga, slap, females, girls, throat, mouth, piss, baby, choke, disgusting, niggas, filthy, spit, women, daddy, dont, paedophile"
80,42,80_pregnant_baby_babies,"pregnant, baby, babies, breeding, bitch, whore, bitches, cum, sex, raped, paedophile, pussy, fuckin, fuck, breed, shut, whores, rape, retarded, pathetic, slut, fucked, wanna, shit, care, dumbass, tits, lol, lmao, fucking, said, dumb, slutty, im, stop, sluts, girl, females, women, faggot, stupid, suck, mom, mother, cunts, cock, say, cocks, daddy, stay"
81,41,81_whore_whores_cum,"whore, whores, cum, slutty, slut, sluts, pussy, cock, bitch, rape, raped, sex, dick, wife, tits, sucking, ass, nasty, bitches, raping, lick, cocks, her, paedophile, wanna, filthy, dirty, she, daddy, would, fuckin, mouth, deep, piss, woman, nigga, fuck, mother, disgusting, herself, shove, must, slap, hell, niggas, spit, cunt, enough, guys, girl"
82,40,82_feminist_women_feminists,"feminist, women, feminists, females, woman, men, girls, whores, pussy, female, raped, rape, whore, bitches, slut, herself, guys, tits, sluts, slutty, cocks, her, sex, wife, pathetic, brain, she, paedophile, bitch, especially, cause, girl, deserve, cunts, dick, nasty, pregnant, most, lol, babies, cock, retarded, holes, human, because, having, cunt, disgusting, dumb, some"
83,40,83_slut_slutty_sluts,"slut, slutty, sluts, whore, bitch, faggot, cunt, bitches, cunts, pussy, ass, nigga, lil, cum, cock, sucking, wanna, breed, girl, whores, paedophile, niggas, girls, lick, lmao, cocks, daddy, baby, deserve, tits, lol, nasty, asshole, feminist, fuckin, guys, nigger, gay, ur, dirty, bull, squeal, why, she, retarded, fuck, what, hole, breeding, your"
84,39,84_cunts_cunt_bitch,"cunts, cunt, bitch, bitches, mouth, whore, fuckin, pussy, spit, she, her, shut, nigga, mom, lick, nasty, cum, faggot, choke, whores, niggas, nigger, slut, slutty, stop, fuck, sluts, mother, piss, sucking, dont, lmao, lol, herself, asshole, wanna, cocks, retarded, chong, dump, throat, cock, tits, baby, disgusting, don, dirty, first, come, suck"
85,39,85_fat_ugly_bitches,"fat, ugly, bitches, bitch, tits, pathetic, whore, you, im, wanna, suck, look, slap, lmao, girls, niggas, deserve, your, eat, thot, whores, slut, shut, pussy, ur, nigga, asshole, ass, lol, mean, fuckin, slutty, like, pretty, dumb, cunts, say, cry, nigger, women, she, hit, cunt, yo, don, faggot, dumbass, trash, lil, retarded"
86,39,86_feminists_feminist_women,"feminists, feminist, women, females, whores, cunts, bitches, her, sluts, woman, slut, whore, herself, lol, tits, wife, she, cunt, girls, slutty, pathetic, bitch, disgusting, pussy, lmao, faggot, cocks, dumb, their, female, them, men, racist, ugly, nigger, hate, dumbass, they, these, stupid, asshole, holes, retarded, why, most, shut, zionist, raped, are, must"
87,39,87_pussy_would_her,"pussy, would, her, whore, cock, lick, she, wouldn, wanna, bitch, girl, woman, tits, female, cocks, wife, females, girls, cum, herself, slut, ass, bitches, slutty, sex, next, nasty, raping, dont, whores, if, let, first, rape, dick, will, raped, mother, baby, gonna, women, sucking, lmao, slap, give, wish, hot, come, mom, fuckin"
88,39,88_whore_whores_mother,"whore, whores, mother, mom, bitches, cocks, fat, raped, tits, bitch, pussy, slut, slutty, cock, rape, ass, she, sluts, her, niggas, wife, paedophile, cunts, raping, women, nasty, pregnant, woman, females, herself, slap, cunt, asshole, nigga, crippled, feminist, disgusting, girls, daddy, lmao, nigger, dick, baby, deserve, dumbass, hoes, lick, mean, wanna, lol"
89,38,89_feminists_feminist_women,"feminists, feminist, women, females, whores, men, bitches, woman, girls, raped, female, whore, kill, her, herself, rape, slut, pussy, their, wife, she, sluts, bitch, cunts, die, deserve, cocks, fuck, faggot, tits, they, fuckin, them, guys, paedophile, should, nigger, slutty, hate, pathetic, sex, niggas, leave, most, some, asshole, lmao, girl, gay, mother"
90,38,90_wife_whore_cunts,"wife, whore, cunts, whores, slut, cunt, nasty, slutty, sluts, cock, pussy, cum, her, dick, feminist, lick, faggot, disgusting, tits, cocks, bitch, ass, women, she, sucking, woman, wanna, feminists, raped, daddy, nigger, fuckin, paedophile, lol, females, bitches, filthy, female, niggas, fuck, your, my, dirty, mother, stop, sex, nigga, shut, girl, gay"
91,38,91_raped_rape_slut,"raped, rape, slut, slutty, whore, sluts, raping, pussy, paedophile, dumbass, dumb, whores, bitch, niggas, cunt, retarded, pathetic, sex, bitches, nigga, nigger, girls, lmao, cunts, stupid, wanna, tits, girl, feminist, lil, females, faggot, dick, idiot, slap, fuck, fuckin, cock, say, gay, talk, lol, shut, only, your, ass, fucking, daddy, cry, cocks"
92,38,92_whore_cock_cum,"whore, cock, cum, pussy, her, slutty, she, sex, bitch, raping, lick, woman, cocks, slut, nasty, whores, sluts, tits, wife, females, choke, holes, bitches, sucking, women, ass, female, rape, raped, girl, wanna, herself, dirty, girls, hole, shove, dont, slap, how, splashed, pregnant, piss, with, disgusting, spit, suck, dick, deserve, mother, hit"
93,37,93_bitches_bitch_whore,"bitches, bitch, whore, whores, pussy, cunts, feminists, she, girls, tits, her, feminist, slut, slutty, slap, women, because, deserve, herself, asshole, cunt, sluts, lmao, cause, females, niggas, mean, needs, lol, pathetic, why, retarded, woman, care, especially, guys, like, wanna, girl, know, nigga, cocks, devil, nigger, protecting, sucking, shove, ugly, mouth, fuckin"
94,37,94_her_bitch_she,"her, bitch, she, bitches, feminist, herself, woman, feminists, whore, pussy, raped, women, whores, mother, wife, rape, females, trump, lmao, america, cunts, fuckin, nigger, lol, tits, cunt, american, fuck, country, globalist, female, spit, racist, kill, girl, choke, with, hell, piss, fucking, stay, mom, leave, slut, pathetic, cry, what, slap, deserve, niggas"
95,37,95_bitch_die_bitches,"bitch, die, bitches, fuckin, fuck, kill, cry, ugly, wanna, nigga, slap, dead, im, suck, deserve, whore, shut, niggas, lmao, gonna, leave, shit, pussy, care, fucking, ur, don, yo, hell, raped, stay, you, dont, ain, call, she, go, say, come, hate, hit, fucked, talk, baby, ass, stop, faggot, lil, your, worthless"
96,37,96_slut_slutty_face,"slut, slutty, face, bitch, whore, sluts, mouth, ugly, look, wanna, fuckin, bitches, lmao, pussy, nasty, spit, you, deserve, nigga, ass, ur, lol, fuck, stop, come, cunt, im, nigger, niggas, girl, your, faggot, disgusting, tits, slap, suck, talk, whores, baby, squeal, piss, cum, care, lick, cunts, dont, filthy, sucking, retarded, kill"
97,36,97_females_women_feminists,"females, women, feminists, girls, feminist, stupid, dumb, bitches, cunts, guys, whores, men, female, woman, dumbass, tits, pussy, especially, whore, girl, slut, cunt, retarded, sluts, idiot, pathetic, wife, bitch, cause, herself, every, slutty, sex, her, their, because, faggot, rape, most, cocks, niggas, lmao, raped, them, gay, she, brain, mean, are, say"
98,35,98_retarded_bitch_bitches,"retarded, bitch, bitches, her, girl, she, herself, idiot, pussy, whore, lmao, cunt, girls, re, faggot, pathetic, dumbass, niggas, stupid, fuckin, nigga, paedophile, slut, handicapped, woman, asshole, mom, shut, thot, wanna, raped, dumb, nigger, female, fuck, tits, feminist, fucking, slutty, cunts, mother, lol, females, cry, rape, face, shit, said, lil, hate"
99,34,99_bitch_bitches_fuck,"bitch, bitches, fuck, fuckin, shit, yo, im, lmao, cunt, pussy, whore, suck, cry, ur, pathetic, fucking, nigga, mad, shut, wanna, ain, she, niggas, lil, talk, retarded, fucked, faggot, don, dumbass, hell, deserve, stay, asshole, stop, dont, cunts, idiot, care, bull, leave, tell, die, come, said, he, girl, slap, hate, tits"
100,34,100_whore_send_whores,"whore, send, whores, wanna, ll, slut, wanted, want, sluts, pussy, wants, girls, slutty, any, female, girl, id, her, your, dick, cock, tits, lick, you, im, ur, females, sex, bunch, bitch, all, next, my, bitches, let, she, get, guys, after, done, wife, raped, sucking, on, give, many, paedophile, nasty, suck, full"
101,34,101_feminists_women_feminist,"feminists, women, feminist, females, whores, bitches, cunts, men, sluts, america, girls, them, whore, woman, their, slut, kill, globalist, hoes, disgusting, hate, they, raped, slutty, racist, rape, pathetic, lol, pussy, tits, zionist, most, lmao, shut, bitch, babies, cocks, dumb, her, hoe, guys, cunt, especially, stupid, paedophile, such, fuckin, fucking, dumbass, herself"
102,33,102_raped_pussy_rape,"raped, pussy, rape, slut, whore, feminist, slutty, lmao, old, females, disgusting, slap, nasty, lol, ugly, ass, women, pathetic, stop, wanna, sluts, bitch, female, woman, paedophile, shut, tits, im, your, girl, nigger, suck, girls, whores, only, feminists, cry, asshole, cunt, retarded, what, hole, dick, ur, well, bitches, cunts, you, faggot, she"
103,32,103_bitches_bitch_retarded,"bitches, bitch, retarded, lmao, pathetic, niggas, whore, whores, pussy, re, idiot, cry, cunts, cunt, girls, tits, faggot, nigga, shut, fuckin, hoes, were, lol, she, stupid, suck, deserve, cocks, feminists, im, wanna, mad, like, yo, said, hoe, dumbass, girl, hell, are, hate, asshole, raped, lil, thot, feminist, care, dumb, slap, her"
104,31,104_her_tits_she,"her, tits, she, whore, pussy, lick, bitch, bitches, females, spit, girl, whores, slap, cock, herself, girls, rape, sex, woman, cum, raped, raping, choke, wanna, dont, women, how, cocks, female, mom, sucking, fuck, slut, wife, kill, with, sluts, slutty, mother, shove, baby, nasty, first, mouth, hit, pregnant, piss, splashed, beat, breeding"
105,30,105_retarded_girls_bitches,"retarded, girls, bitches, females, feminists, women, feminist, whores, bitch, cunts, girl, pathetic, lmao, whore, slut, slutty, tits, sluts, cunt, pussy, guys, niggas, her, raped, wanna, she, nigger, herself, them, hate, me, their, dumb, faggot, ugly, they, nigga, shut, lol, re, rape, paedophile, stupid, female, especially, im, know, talk, cocks, same"
106,30,106_cunt_cunts_would,"cunt, cunts, would, whore, slap, pussy, wouldn, breed, slutty, bitch, slut, shove, nasty, tits, wanna, cock, rape, breeding, mouth, sluts, ugly, cum, if, lick, bitches, fat, pregnant, whores, face, retarded, nigger, ass, sex, spit, that, fuckin, you, wife, paedophile, disgusting, raped, throat, she, cocks, mother, nigga, dirty, guys, shut, asshole"
107,30,107_cunt_cunts_her,"cunt, cunts, her, herself, whore, raped, she, pussy, paedophile, woman, mother, rape, slut, disgusting, bitch, whores, nigger, mom, wife, nasty, feminist, piss, slutty, pregnant, bitches, dirty, fuckin, women, faggot, niggas, retarded, fuck, ass, trash, feminists, deserve, dump, girl, splashed, dumbass, shit, sluts, spit, females, filthy, lmao, nigga, female, tits, asshole"
108,30,108_whores_whore_feminist,"whores, whore, feminist, feminists, women, lol, raped, paedophile, bitches, pathetic, disgusting, rape, america, trump, lmao, zionist, females, globalist, pussy, sluts, dumbass, shit, slut, kill, stupid, have, retarded, fuckin, next, dumb, bitch, shut, tits, faggot, woman, fuck, fucking, hell, again, slutty, wife, cunts, stop, dump, know, see, men, wanna, suck, only"
109,29,109_sluts_slut_slutty,"sluts, slut, slutty, whores, whore, raped, rape, feminists, women, girls, females, feminist, bitches, raping, sex, pussy, men, cunts, tits, nasty, babies, guys, paedophile, dirty, most, cocks, niggas, care, disgusting, nigger, especially, deserve, them, cum, bitch, some, like, their, ass, sucking, they, fuckin, baby, lick, trash, wanna, every, cunt, girl, hoes"
110,29,110_feminists_women_bitches,"feminists, women, bitches, females, feminist, whores, girls, whore, bitch, cunts, sluts, tits, men, woman, slut, slutty, pussy, female, guys, herself, most, them, especially, their, pathetic, every, wife, her, they, she, many, some, ugly, cocks, cunt, cause, lmao, all, me, babies, hate, were, lol, those, nasty, stupid, raped, are, because, rape"
111,29,111_bitches_bitch_fuckin,"bitches, bitch, fuckin, fuck, whores, whore, tits, pussy, cunts, cocks, girls, fucking, niggas, cry, hell, hoes, ain, cunt, pathetic, feminists, suck, fucked, women, guys, lmao, shit, mad, asshole, retarded, piss, faggot, females, slap, she, hoe, sluts, deserve, raped, idiot, hate, thot, shut, feminist, stay, yo, were, gets, nigga, these, girl"
112,29,112_pussy_bitch_whore,"pussy, bitch, whore, bitches, raped, fuckin, hole, cock, tits, fuck, her, she, ass, rape, deserve, holes, girl, whores, would, cum, raping, lmao, fucking, needs, tight, cocks, asshole, wanna, dick, pretty, woman, nasty, lick, wouldn, piss, hot, better, herself, spit, hell, daddy, enough, come, female, shut, dirty, choke, slutty, girls, sex"
113,29,113_slut_whore_slutty,"slut, whore, slutty, her, herself, whores, she, sluts, ugly, bitch, tits, bitches, girl, fake, ass, deserve, pussy, niggas, cunt, nasty, dirty, girls, woman, female, raping, pretty, trash, face, fuckin, women, thot, wanna, dumbass, nigga, mean, faggot, someone, hole, fuck, nigger, wife, cunts, feminist, lil, hot, real, mad, paedophile, females, feminists"
114,29,114_bitches_whores_women,"bitches, whores, women, females, tits, whore, bitch, feminists, sluts, girls, pussy, cocks, slutty, feminist, holes, cunts, nasty, slut, disgusting, them, men, guys, babies, woman, sucking, she, most, her, spit, they, sex, niggas, balls, were, ass, are, those, especially, hoes, these, squeal, their, raped, piss, rape, clean, pathetic, dirty, lmao, mouth"
115,29,115_bitch_bitches_suck,"bitch, bitches, suck, whore, sucking, url, ur, pussy, deserve, nigga, lmao, dick, niggas, pathetic, she, piss, cry, girl, slap, her, wanna, ass, gonna, fuckin, tits, lick, lol, shit, slut, cunt, mad, asshole, gets, cock, stop, yo, load, girls, whores, mom, don, fuck, hate, nasty, choke, dont, come, did, slutty, deep"
116,28,116_breed_breeding_whore,"breed, breeding, whore, slut, slutty, sluts, whores, pussy, bitches, bitch, wanna, cocks, cock, needs, rape, wants, sex, tits, babies, raping, cum, cunts, want, niggas, cunt, paedophile, raped, fuckin, women, pregnant, baby, females, your, lol, wife, nigger, ass, feminist, mother, bull, shut, fuck, you, nigga, lmao, only, wanted, lick, men, daddy"
117,28,117_raped_raping_rape,"raped, raping, rape, pussy, whore, paedophile, niggas, her, whores, nigger, bitches, bitch, lil, herself, deserve, wanna, mother, nigga, mom, she, kill, feminist, racist, slut, fucking, daddy, slap, fuck, sex, fuckin, with, girls, beat, hell, lmao, faggot, sluts, tits, for, girl, shit, ass, slutty, dirty, bunch, feminists, that, bull, trash, cunts"
118,28,118_whore_her_pussy,"whore, her, pussy, raped, ass, she, herself, whores, rape, sex, tight, tits, fucked, needs, girl, must, fuck, girls, slut, slutty, cock, paedophile, females, dick, fuckin, holes, woman, bitch, wife, hole, female, bitches, cum, deep, wanna, like, nasty, better, having, women, fucking, pregnant, with, cocks, sluts, hell, especially, shove, babies, deserve"
119,28,119_her_she_face,"her, she, face, herself, ugly, girl, pussy, whore, bitch, woman, wanna, slut, female, girls, tits, nasty, females, hot, bitches, wife, slutty, dont, slap, pretty, mother, fuck, mom, lick, look, must, mouth, wish, want, with, disgusting, feminist, hair, nigga, first, fuckin, whores, ass, women, nigger, lmao, how, piss, deserve, niggas, come"
120,28,120_hoes_niggas_bitches,"hoes, niggas, bitches, hoe, pussy, nigga, whores, girls, bitch, cunts, whore, raping, lil, cocks, sluts, tits, women, nigger, slut, females, feminists, cunt, slutty, lmao, guys, ain, those, wanna, men, faggot, raped, fuckin, lol, them, ass, their, yo, deserve, some, rape, kill, dirty, feminist, pathetic, care, her, she, holes, were, these"
121,28,121_slut_slutty_whore,"slut, slutty, whore, sluts, bitch, pussy, whores, deserve, wanna, cum, dirty, baby, paedophile, lick, cock, sex, sucking, cunt, you, girl, filthy, dick, ur, female, your, nigga, bitches, dump, suck, care, give, worthless, lol, nasty, niggas, fuckin, woman, needs, piss, human, she, don, wants, get, trash, pathetic, lmao, gets, cry, shut"
122,27,122_ugly_bitches_bitch,"ugly, bitches, bitch, women, tits, feminists, girls, feminist, look, females, lmao, whores, slap, niggas, pretty, cry, im, pathetic, deserve, she, thot, kill, whore, pussy, hate, fat, lol, shut, herself, cunts, ur, wanna, face, suck, care, men, her, die, retarded, mad, ass, you, nigga, body, nigger, mean, them, slut, come, lil"
123,26,123_pregnant_feminist_raped,"pregnant, feminist, raped, feminists, babies, females, rape, girls, kill, bitches, paedophile, whores, women, whore, baby, cocks, shut, bitch, girl, sluts, tits, pussy, stop, die, sex, wanna, call, children, lol, shove, suck, lmao, breeding, such, dont, kids, well, cock, hell, slut, fuckin, so, female, fuck, mother, guys, care, don, men, slutty"
124,26,124_bitch_cock_her,"bitch, cock, her, whore, bitches, she, pussy, girl, sucking, dick, cocks, tits, woman, girls, raped, herself, nigga, female, choke, nasty, females, suck, lick, niggas, wanna, whores, cum, wife, ass, mouth, lmao, mom, slut, hit, fuck, slap, women, did, slutty, fuckin, hot, deserve, mother, feminist, rape, raping, better, baby, spit, pull"
125,26,125_slut_slutty_sluts,"slut, slutty, sluts, cum, daddy, whore, pussy, sucking, sex, nasty, whores, girl, cock, baby, bitch, lick, wanna, tits, dirty, females, girls, ass, dick, nigga, lol, dumbass, female, filthy, piss, enough, paedophile, disgusting, suck, lil, niggas, guys, cunt, raping, bitches, raped, hole, spit, pathetic, rape, stop, deserve, cunts, deep, mouth, fuckin"
126,25,126_pussy_slut_slutty,"pussy, slut, slutty, whore, sluts, bitch, ass, bitches, whores, cock, tits, female, she, her, asshole, nasty, girl, woman, hole, females, dick, wife, lol, piss, cum, lick, feminist, girls, fuckin, cocks, sex, dirty, holes, nigga, lmao, enough, raped, women, sucking, fuck, disgusting, niggas, cunt, wanna, deep, hot, must, your, herself, pathetic"
127,25,127_cunt_cunts_herself,"cunt, cunts, herself, worthless, her, useless, whore, bitch, she, feminist, deserve, bitches, faggot, wife, idiot, ugly, trash, mother, pussy, woman, nigger, slut, retarded, pathetic, asshole, slutty, shut, crippled, dumb, nasty, mom, give, one, whores, dumbass, stupid, who, what, feminists, slap, handicapped, disgusting, female, someone, why, little, nigga, with, tell, ass"
128,25,128_gay_die_faggot,"gay, die, faggot, should, dead, feminists, kill, people, care, feminist, men, nigger, if, whores, end, girls, niggas, paedophile, don, dont, asshole, raped, their, disgusting, cunts, say, retarded, bitches, racist, they, must, nigga, stupid, rape, sluts, life, sex, dick, fuck, suck, ugly, kids, guys, did, guy, stop, do, hell, cry, why"
129,25,129_slut_slutty_sluts,"slut, slutty, sluts, cum, whore, lick, pussy, wanna, nasty, sucking, bitch, female, dump, she, her, girl, woman, cock, females, dirty, needs, whores, filthy, spit, suck, wife, sex, ass, raping, disgusting, tits, get, bitches, want, nigga, load, dont, girls, give, niggas, piss, enough, women, wants, make, herself, mouth, wish, gets, cocks"
130,24,130_women_females_feminists,"women, females, feminists, feminist, whores, girls, woman, ugly, tits, herself, them, her, racist, men, bitches, she, they, cunts, female, their, sluts, face, those, these, zionist, babies, look, whore, nasty, most, children, some, pretty, wife, cocks, guys, many, raped, splashed, were, slut, are, people, asian, mother, holes, hate, must, god, have"
131,24,131_cunt_cunts_whore,"cunt, cunts, whore, bitch, slut, idiot, dumbass, whores, faggot, dumb, slutty, her, retarded, pussy, herself, she, bitches, pathetic, girl, lmao, stupid, paedophile, raped, nigga, deserve, niggas, fuck, rape, asshole, wife, dick, mad, ur, sluts, worthless, nigger, fuckin, woman, disgusting, tits, piss, trash, shit, female, your, fucking, lol, feminist, mother, bet"
132,24,132_her_she_whore,"her, she, whore, herself, tits, woman, whores, pussy, girl, ugly, slutty, slut, female, girls, nasty, bitch, wife, women, females, bitches, face, sluts, ass, hot, why, pretty, sex, because, mother, especially, gay, mouth, feminist, wanna, fat, body, must, mom, lick, dirty, sucking, like, looks, ayo, cock, look, even, person, cum, dick"
133,23,133_pussy_girls_whore,"pussy, girls, whore, females, guys, whores, slut, slutty, girl, women, sluts, men, sex, dump, feminist, guy, cum, bitches, female, fake, feminists, cocks, bitch, tits, deserve, dick, cunts, real, daddy, wanna, nasty, im, wife, especially, niggas, money, cunt, get, rape, cock, wants, pathetic, lick, know, only, but, ass, woman, needs, ya"
134,23,134_whore_pussy_whores,"whore, pussy, whores, bitch, raped, rape, bitches, tits, females, feminist, women, slut, girls, cunts, cock, fuckin, slutty, cocks, shut, suck, paedophile, feminists, fuck, sex, im, faggot, wanna, sluts, said, hole, your, cunt, lmao, slap, shove, only, niggas, stay, holes, retarded, cum, dumbass, woman, pathetic, lol, hit, you, deserve, girl, dick"
135,23,135_weak_cunt_bitch,"weak, cunt, bitch, cunts, bitches, whore, faggot, crippled, cry, pussy, deserve, retarded, pathetic, shut, failure, slut, trash, slutty, idiot, ugly, nigga, nigger, asshole, devil, mom, ass, worthless, mother, mad, her, dumbass, feminist, she, herself, slap, raped, whimper, hate, nasty, bull, come, niggas, whores, pull, hard, back, piss, deep, mean, dumb"
136,23,136_bitch_hell_bitches,"bitch, hell, bitches, devil, whore, god, she, cry, her, nigga, ur, gonna, whores, lmao, stay, faggot, deserve, pussy, suck, raped, die, cunt, niggas, shut, fuck, you, im, slap, wanna, wife, herself, he, asshole, to, go, gay, feminist, whimper, fuckin, hate, lol, next, wish, life, idiot, hope, bull, don, leave, shit"
137,23,137_cock_whore_she,"cock, whore, she, pussy, her, woman, cocks, tits, bitch, herself, would, mouth, females, bitches, lick, wouldn, female, white, cum, wife, girl, sucking, whores, women, slut, raped, mother, breeding, throat, spit, breed, wanna, pregnant, slutty, rape, raping, girls, nasty, ass, sluts, lmao, hair, enough, paedophile, sex, hole, fuckin, mom, dirty, piss"
138,22,138_bitch_cunt_cunts,"bitch, cunt, cunts, bitches, fuck, fuckin, whore, faggot, raped, retarded, pathetic, idiot, dumbass, care, nigga, dont, asshole, lmao, deserve, pussy, fucked, shut, niggas, nigger, suck, cry, rape, shit, don, dumb, slap, mad, stop, yourself, herself, fucking, stupid, wanna, stay, feminist, im, say, leave, said, ur, gonna, whores, dick, lol, come"
139,22,139_fake_bitch_bitches,"fake, bitch, bitches, wanna, real, whore, lmao, im, yo, pathetic, niggas, deserve, ur, fuckin, faggot, girls, mad, she, ass, nigga, pussy, fuck, lil, whores, girl, tits, lol, don, do, shit, slap, suck, ain, her, shut, like, retarded, hate, look, your, dumbass, dont, you, stop, stay, idiot, such, hell, cry, care"
140,22,140_slutty_slut_whore,"slutty, slut, whore, tits, sluts, cock, pussy, whores, cocks, cunt, wanna, dirty, ur, raped, niggas, nasty, your, ass, rape, nigga, bitch, cunts, girls, raping, you, im, disgusting, girl, lmao, hot, lick, nigger, women, filthy, females, female, ugly, dick, gay, bitches, cum, woman, sex, look, lol, fuckin, want, retarded, dumbass, yourself"
141,22,141_whore_pussy_bitch,"whore, pussy, bitch, her, she, woman, bitches, females, girl, girls, herself, whores, female, tits, women, cunt, nasty, ass, slut, slutty, feminist, nigga, cum, cock, niggas, pregnant, cunts, wanna, raped, asshole, dump, wife, nigger, would, sucking, rape, cocks, slap, sex, lil, mean, disgusting, deserve, faggot, wants, fuckin, wouldn, pathetic, piss, mom"
142,22,142_bitch_whore_niggas,"bitch, whore, niggas, bitches, nigga, lil, girls, daddy, mom, pussy, whores, slut, fuckin, mother, baby, she, sluts, yo, lmao, cunts, females, slutty, her, cocks, fuck, girl, wanna, lol, tits, raped, hoes, cunt, ain, my, rape, slap, your, hoe, sex, babies, shut, ya, cock, ass, wife, fucking, lick, sucking, suck, that"
143,21,143_bitch_shut_bitches,"bitch, shut, bitches, stop, fuckin, suck, dumbass, whore, pussy, cunt, lmao, dont, fuck, cry, talk, baby, lick, wanna, don, sucking, nigga, retarded, cum, cock, mom, spit, disgusting, cunts, mouth, gonna, bull, dick, piss, kill, asshole, lol, shit, come, your, nasty, she, niggas, dumb, say, squeal, gets, faggot, shove, pathetic, deserve"
144,21,144_kill_hoes_die,"kill, hoes, die, them, leave, bitches, hoe, their, bunch, stay, they, dont, these, slap, whores, cunts, dump, those, children, kids, hate, babies, hit, stop, cry, dead, end, shut, our, don, were, keep, home, hell, say, next, this, to, some, with, people, beat, shoots, care, do, ain, life, clean, girls, wants"
145,21,145_slut_slutty_sluts,"slut, slutty, sluts, whore, females, pussy, whores, holes, female, women, hole, girls, sex, feminist, tits, feminists, girl, dumbass, bitch, woman, dumb, bitches, cocks, cock, dick, guys, lick, men, lmao, guy, ass, gay, wanna, your, nasty, stupid, you, lol, wife, she, fill, her, get, ur, tell, niggas, wants, much, filled, cunts"
146,21,146_hoes_hoe_ugly,"hoes, hoe, ugly, bitches, girls, bitch, babies, wanna, tits, niggas, slap, lil, lmao, pathetic, lol, them, baby, hate, sluts, nigga, mad, slut, whores, yo, their, ass, they, her, im, care, she, shut, girl, nasty, look, whore, face, females, pretty, especially, kill, kids, life, cunts, world, ain, suck, your, talk, hit"
147,20,147_bitches_bitch_stupid,"bitches, bitch, stupid, girls, whores, pathetic, females, idiot, tits, dumb, retarded, cunts, whore, women, feminists, lmao, pussy, niggas, dumbass, guys, hate, girl, especially, them, are, suck, cocks, fuckin, shut, every, cunt, lol, hoes, mad, their, babies, like, she, say, cause, they, herself, feminist, mouth, cry, fuck, her, choke, those, ugly"
148,20,148_dirty_her_she,"dirty, her, she, slap, fat, trash, bitch, niggas, nigger, white, dump, bitches, nasty, fuckin, racist, faggot, ass, ayo, cunt, you, kill, leave, cunts, spit, clean, yo, disgusting, wanna, filthy, slut, nigga, bunch, your, beat, stop, whore, im, lmao, retarded, big, girl, choke, deserve, shut, ugly, pussy, dumbass, piss, its, hate"
149,19,149_pathetic_disgusting_kill,"pathetic, disgusting, kill, hate, shut, zionist, deserve, globalist, racist, feminists, our, we, shit, fuck, fuckin, retarded, fucking, feminist, lmao, stupid, lol, bitches, have, hit, dumbass, ve, next, cry, are, dumb, said, clean, stop, filthy, than, faggot, don, women, weak, attention, protecting, dont, re, slap, ass, cunts, children, raped, care, just"
150,19,150_bitch_bitches_hoe,"bitch, bitches, hoe, her, she, hoes, whore, herself, nigga, pussy, woman, girl, fuckin, slut, lmao, yo, lil, cunt, fuck, niggas, care, mom, wanna, cunts, wife, mother, girls, female, talk, shit, shut, fucking, ain, idiot, ur, slutty, whores, raping, im, faggot, lol, retarded, raped, pathetic, gonna, slap, dumbass, dont, deserve, stupid"
151,18,151_cunt_deserve_whore,"cunt, deserve, whore, bitch, cunts, her, herself, bitches, she, dumbass, slut, whores, slutty, idiot, dumb, faggot, pussy, raped, retarded, trash, asshole, pathetic, paedophile, rape, feminist, nigger, mad, fuck, sluts, handicapped, gets, nasty, should, ass, woman, chong, stupid, nigga, lmao, give, mom, mother, racist, mouth, girl, niggas, tits, slap, what, attention"
