Topic,Count,Name,Representation
79,25,79_faggots_fags_gays,"faggots, fags, gays, queer, faggot, homosexual, fag, gay, fagot, homo, cunt, hate, their, men, them, they, bunch, ass, lol, those, were, disgusting, women, some, pathetic, me, niggerloving, why, stupid, fatass, retarded, matter, guy, retard, your, nigga, hey, my, slut, every, pussy, fuck, fuckin, fucking, are, these, what, cry, you, ur"
80,24,80_faggots_faggot_hell,"faggots, faggot, hell, fags, burn, gays, fag, homosexual, queer, fuck, fagot, die, gay, cunt, bitch, nigga, homo, their, hate, them, fuckin, what, retard, cry, retarded, god, niggerloving, they, to, bunch, gonna, fatass, kill, he, fucking, must, me, pussy, ass, his, life, those, don, my, stop, should, ur, him, only, love"
81,24,81_faggots_faggot_fags,"faggots, faggot, fags, fag, fagot, cunt, queer, nigga, slut, homo, fatass, shit, homosexual, burn, retarded, ur, pathetic, bitch, know, their, fuckin, stop, come, fuck, disgusting, retard, gay, fat, gonna, lol, cry, go, sick, what, gays, those, fucking, ass, his, why, this, take, hate, my, niggerloving, see, matter, raping, going, hell"
82,24,82_faggot_retarded_faggots,"faggot, retarded, faggots, retard, dumb, cunt, pathetic, stupid, shut, nigga, stop, fag, fatass, bitch, lol, gay, homosexual, fags, talk, fuckin, hate, cry, your, niggerloving, say, fuck, what, ur, re, suck, about, fagot, know, hey, much, have, see, you, shit, do, fucking, matter, on, gays, slut, like, big, come, dick, don"
83,24,83_faggot_faggots_fags,"faggot, faggots, fags, gay, stop, sucking, suck, dick, fag, homosexual, cock, mouth, cunt, gays, fuckin, fatass, queer, bitch, retarded, fuck, nigga, homo, what, retard, fagot, cry, shut, don, cum, fat, pussy, disgusting, pathetic, do, my, lol, if, niggerloving, ass, why, but, shit, come, he, hate, talk, gonna, boy, how, that"
84,23,84_gays_faggot_queer,"gays, faggot, queer, faggots, homosexual, gay, lol, pathetic, cunt, retard, fag, dumb, retarded, fucking, fags, fuckin, disgusting, stupid, fuck, fatass, niggerloving, hey, hate, homo, nigga, fagot, shit, suck, bitch, because, don, that, really, shut, right, we, look, bull, careful, their, well, cry, guy, re, much, slut, he, yeah, stop, your"
85,23,85_nigga_faggots_faggot,"nigga, faggots, faggot, fags, fag, raping, gay, cunt, queer, gays, ass, bitch, fuckin, homosexual, big, lol, gonna, his, shit, him, ain, retarded, homo, pussy, hell, fuck, every, fagot, ur, he, retard, fatass, boy, fucking, your, stupid, my, their, bunch, cry, come, stop, niggerloving, pathetic, hate, man, guy, back, bull, if"
86,23,86_faggot_faggots_cunt,"faggot, faggots, cunt, fag, fags, nigga, fuckin, bitch, retarded, fuck, his, him, fagot, kill, fatass, retard, pathetic, he, shut, niggerloving, shit, stop, my, fucking, what, hate, gay, ass, lol, your, boy, pussy, shoots, stupid, cry, hell, ur, fucked, don, guy, queer, dumb, gonna, homosexual, to, die, those, take, for, me"
87,22,87_faggot_faggots_fags,"faggot, faggots, fags, eat, fag, fagot, cunt, fat, ass, gay, fatass, bitch, fuckin, shit, nigga, stop, fuck, do, suck, don, homosexual, cry, kill, retarded, retard, die, gays, bunch, feel, gonna, talk, matter, queer, cum, mouth, ain, disgusting, hate, cock, must, say, go, why, homo, niggerloving, bull, boy, big, ur, what"
88,22,88_faggot_faggots_eat,"faggot, faggots, eat, die, fags, dick, fag, kill, fat, cock, fagot, don, gay, retarded, bitch, cry, retard, cunt, cum, homosexual, nigga, suck, homo, fuck, gays, fuckin, stop, talk, queer, do, mouth, ass, matter, burn, gonna, fatass, pussy, sex, but, bull, get, what, say, fucked, raping, if, hate, disgusting, why, niggerloving"
89,22,89_slut_queer_homosexual,"slut, queer, homosexual, gay, homo, gays, faggots, faggot, ass, bitch, fatass, pussy, sex, nigga, dumb, dick, cunt, retarded, squeal, she, sucking, ur, retard, disgusting, pathetic, her, fag, lol, women, suck, you, fuckin, face, hey, your, niggerloving, guy, talk, only, raping, stupid, fucking, boy, fuck, fat, why, look, fags, hole, know"
90,21,90_homosexual_gay_queer,"homosexual, gay, queer, gays, homo, faggot, faggots, retard, retarded, pathetic, fag, nigga, squeal, cunt, slut, fags, fagot, fuckin, lol, dumb, disgusting, he, you, niggerloving, dick, fuck, stop, why, fatass, how, hate, me, pussy, careful, who, just, what, cry, come, fucking, his, really, its, guy, ur, stupid, matter, so, it, only"
91,21,91_faggot_faggots_cunt,"faggot, faggots, cunt, fags, fag, nigga, retard, bitch, retarded, fagot, niggerloving, fuckin, fuck, stop, homosexual, gay, shut, fatass, ass, pussy, queer, what, pathetic, cock, he, his, your, disgusting, shit, gays, cry, lol, my, dumb, bull, suck, homo, slut, stupid, don, dick, ur, guy, hate, come, know, fat, hole, cum, re"
92,21,92_queer_fags_faggot,"queer, fags, faggot, fag, faggots, gay, homosexual, sucking, disgusting, homo, gays, dick, fagot, pussy, suck, squeal, ass, don, nigga, bitch, slut, lol, cock, stop, fatass, come, cunt, ur, guy, fuckin, why, stupid, mouth, retard, cry, pathetic, cum, bunch, fuck, boy, retarded, fucking, real, wish, he, hate, him, url, shit, sex"
93,20,93_faggot_faggots_cunt,"faggot, faggots, cunt, fags, fag, fagot, retarded, stop, retard, gay, shut, cry, bitch, hate, stupid, fuck, homosexual, fuckin, niggerloving, pathetic, what, queer, dumb, fatass, don, gays, nigga, suck, shit, your, if, always, careful, matter, disgusting, thing, do, feel, come, re, ass, gonna, lol, hell, every, my, big, cock, you, homo"
94,20,94_homosexual_gays_queer,"homosexual, gays, queer, gay, disgusting, homo, faggot, pathetic, faggots, lol, niggerloving, hate, fucking, what, only, wish, their, fuck, ass, not, cunt, stupid, cry, no, as, ur, fuckin, should, we, fag, know, even, suck, hope, about, because, that, if, them, but, hell, stop, see, you, careful, kill, slut, well, my, burn"
95,18,95_faggot_retarded_fag,"faggot, retarded, fag, fags, faggots, retard, cunt, fagot, re, pathetic, stupid, bitch, lol, hate, ur, gay, dumb, fuckin, cry, talk, your, nigga, gays, queer, fatass, those, homosexual, know, fuck, like, hey, stop, feel, me, shit, what, do, shut, are, my, you, were, to, ass, pussy, niggerloving, homo, bull, big, mouth"
96,18,96_homosexual_homo_gays,"homosexual, homo, gays, queer, gay, url, ur, disgusting, re, faggots, faggot, fuckin, gonna, dick, careful, fucked, go, fuck, boy, don, nigga, fucking, stop, come, lol, if, pussy, you, there, he, cock, slut, your, it, just, sex, suck, its, what, hole, fag, man, shit, ll, full, going, how, bitch, look, guy"
97,18,97_faggots_faggot_fags,"faggots, faggot, fags, fag, fagot, gonna, bunch, those, fuck, nigga, fuckin, ass, cunt, my, ain, bitch, stop, gay, don, cry, hell, fucking, lol, retarded, shit, gays, retard, fatass, do, hate, that, matter, me, what, come, queer, them, all, they, he, their, boy, thing, kike, must, your, some, why, hey, these"
98,18,98_fag_fags_kill,"fag, fags, kill, die, faggot, faggots, fagot, bitch, cry, burn, stop, hate, retarded, fuckin, don, yourself, retard, nigga, cunt, shut, fuck, ur, do, sick, hope, feel, if, life, gonna, gay, suck, me, hell, shit, why, stupid, ain, shoots, re, those, will, he, say, come, ass, make, lol, wish, guy, world"
