Topic,Count,Name,Representation
76,23,76_nigga_niggas_nigger,"nigga, niggas, nigger, bitch, faggot, fatass, niggers, fat, cunt, retarded, fuckin, ur, yo, shut, bitches, niggerloving, niggrus, shit, your, ass, lol, savage, stop, trash, stupid, fight, look, ugly, ain, geez, dumb, suck, racist, fuck, he, kill, say, didn, idiots, you, don, disgusting, like, my, hate, hang, scum, thank, care, take"
77,22,77_nigga_niggas_nigger,"nigga, niggas, nigger, niggers, niggerloving, niggrus, fight, kill, savage, ain, hang, fuckin, better, geez, die, beat, yo, he, bitch, or, killing, hell, lol, fatass, fucking, brown, towelheads, don, if, bitches, next, cunt, shut, him, those, surely, fuck, man, must, gauche, blacks, let, face, make, retarded, ugly, can, that, somebody, cock"
78,22,78_niggers_nigger_niggerloving,"niggers, nigger, niggerloving, niggas, nigga, niggrus, blacks, faggot, africans, bitches, savage, die, fuckin, racist, killing, care, kill, jews, ain, gauche, idiots, fuck, gay, whites, illegals, cunt, them, their, bitch, people, hitler, brown, they, hell, retarded, friends, hang, don, live, life, whore, africa, jew, kikes, those, suck, yo, shit, were, do"
79,22,79_niggers_nigger_niggerloving,"niggers, nigger, niggerloving, niggas, niggrus, blacks, nigga, racist, hate, africans, faggot, whites, cunt, savage, brown, illegals, gauche, jews, hitler, their, retarded, idiots, them, whitepower, ugly, bitches, black, your, every, kill, me, suck, africa, killing, my, they, immigrant, ain, chinks, monkey, being, some, own, white, mexican, kikes, take, do, you, yourself"
80,21,80_niggers_nigger_niggerloving,"niggers, nigger, niggerloving, niggas, nigga, niggrus, blacks, africans, racist, faggot, their, whites, illegals, them, idiots, people, gauche, savage, they, cunt, bitches, jews, kikes, invaders, were, ain, those, trash, brown, kill, retarded, are, killing, chinks, africa, what, friends, some, hitler, the, scum, black, care, women, hate, mexican, these, fight, men, geez"
81,20,81_niggas_nigga_nigger,"niggas, nigga, nigger, niggers, niggrus, niggerloving, ain, geez, yo, don, bitch, lol, fuckin, dirty, whore, trash, cunt, gauche, care, shut, faggot, shit, he, bitches, lick, my, pussy, your, that, retarded, suck, might, sucking, cock, stop, but, will, say, so, ur, hang, fuck, didn, blacks, savage, then, dick, like, some, ass"
82,19,82_immigrant_mexican_racist,"immigrant, mexican, racist, illegals, fuck, american, fuckin, nigger, fucking, lazy, idiots, retarded, stupid, jew, americans, dumb, gauche, care, illegally, cunt, shut, savage, shit, bitch, niggerloving, iamkrause, mexico, faggot, niggers, africans, guatemala, hang, america, useful, jews, suck, scum, know, work, whites, chinks, die, see, country, be, graduation, live, ethic, ur, hate"
83,18,83_niggers_nigger_niggerloving,"niggers, nigger, niggerloving, niggas, nigga, niggrus, blacks, racist, killing, hitler, kill, savage, gauche, fight, faggot, illegals, africans, cunt, invaders, whites, beat, bitches, lol, fuckin, hate, disgusting, unacceptable, idiots, what, didn, were, illegally, had, jews, those, their, was, fucking, retarded, them, my, spicks, against, shit, ain, fuck, sucking, stop, with, kikes"
84,17,84_illegals_invaders_savage,"illegals, invaders, savage, spicks, mexican, where, idiots, because, mexico, illegally, disgusting, our, why, niggers, americans, immigrant, scum, their, the, right, america, them, bitches, dumb, blacks, racist, liberal, they, stupid, we, invade, live, have, whites, texas, africans, cause, towelheads, guatemala, of, us, illegal, gauche, fuck, heres, here, are, lol, american, fatass"
85,16,85_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, niggas, nigga, niggrus, cunt, faggot, racist, savage, lol, shut, blacks, gauche, africans, fatass, retarded, stop, hang, fuckin, ur, hitler, your, disgusting, trash, kill, ass, geez, africa, trump, gay, bitch, obama, whore, liberal, keep, my, monkey, you, don, idiots, ugly, look, again, ain, brown, didn, his, what, killing"
